zip,city,state,county,population
42757,Magnolia,KY,Hart County,2470
42762,Millwood,KY,Grayson County,390
42764,Mount Sherman,KY,Green County,470
42765,Munfordville,KY,Hart County,5440
42776,Sonora,KY,Hardin County,2280
42782,Summersville,KY,Green County,790
42784,Upton,KY,Hardin County,2330
42788,White Mills,KY,Hardin County,280
43001,Alexandria,OH,Licking County,2470
43003,Ashley,OH,Delaware County,2530
43004,Blacklick,OH,Franklin County,30000
43006,Brinkhaven,OH,Holmes County,680
43009,Cable,OH,Champaign County,1840
43011,Centerburg,OH,Knox County,7340
43013,Croton,OH,Licking County,1130
43014,Danville,OH,Knox County,3460
43015,Delaware,OH,Delaware County,58510
43016,Dublin,OH,Franklin County,41780
43017,Dublin,OH,Franklin County,40060
43019,Fredericktown,OH,Knox County,8670
43021,Galena,OH,Delaware County,15780
43022,Gambier,OH,Knox County,2120
43023,Granville,OH,Licking County,13030
43025,Hebron,OH,Licking County,5560
43026,Hilliard,OH,Franklin County,60440
43028,Howard,OH,Knox County,7260
43029,Irwin,OH,Madison County,470
43031,Johnstown,OH,Licking County,12660
43035,Lewis Center,OH,Delaware County,33730
43037,Martinsburg,OH,Knox County,340
43040,Marysville,OH,Union County,34350
43044,Mechanicsburg,OH,Champaign County,4750
43045,Milford Center,OH,Union County,1910
43046,Millersport,OH,Fairfield County,2760
43050,Mount Vernon,OH,Knox County,24020
43054,New Albany,OH,Franklin County,25850
43055,Newark,OH,Licking County,51740
43056,Heath,OH,Licking County,15860
43060,North Lewisburg,OH,Champaign County,2500
43061,Ostrander,OH,Delaware County,5020
43062,Pataskala,OH,Licking County,32130
43064,Plain City,OH,Union County,20760
43065,Powell,OH,Delaware County,47290
43066,Radnor,OH,Delaware County,1260
43067,Raymond,OH,Union County,1400
43068,Reynoldsburg,OH,Franklin County,53010
43071,Saint Louisville,OH,Licking County,2320
43072,Saint Paris,OH,Champaign County,5020
43074,Sunbury,OH,Delaware County,16750
43076,Thornville,OH,Perry County,8260
43078,Urbana,OH,Champaign County,17440
43080,Utica,OH,Licking County,4770
43081,Westerville,OH,Franklin County,59920
43082,Westerville,OH,Delaware County,31660
43084,Woodstock,OH,Champaign County,800
43085,Columbus,OH,Franklin County,23700
43102,Amanda,OH,Fairfield County,4410
43103,Ashville,OH,Pickaway County,12190
43105,Baltimore,OH,Fairfield County,7970
43106,Bloomingburg,OH,Fayette County,1380
43107,Bremen,OH,Fairfield County,3070
43110,Canal Winchester,OH,Franklin County,38880
43112,Carroll,OH,Fairfield County,4810
43113,Circleville,OH,Pickaway County,20330
43115,Clarksburg,OH,Ross County,1170
43116,Commercial Point,OH,Pickaway County,3630
43119,Galloway,OH,Franklin County,27770
43123,Grove City,OH,Franklin County,63240
43125,Groveport,OH,Franklin County,13240
43128,Jeffersonville,OH,Fayette County,1820
43130,Lancaster,OH,Fairfield County,51990
43135,Laurelville,OH,Hocking County,3620
43136,Lithopolis,OH,Fairfield County,2180
43137,Lockbourne,OH,Franklin County,2560
43138,Logan,OH,Hocking County,14960
43140,London,OH,Madison County,17510
43143,Mount Sterling,OH,Madison County,5320
43145,New Holland,OH,Pickaway County,1680
43146,Orient,OH,Pickaway County,8500
43147,Pickerington,OH,Fairfield County,47320
43148,Pleasantville,OH,Fairfield County,2180
43149,Rockbridge,OH,Hocking County,2040
43150,Rushville,OH,Fairfield County,2150
43152,South Bloomingville,OH,Hocking County,670
43153,South Solon,OH,Madison County,790
43154,Stoutsville,OH,Fairfield County,2840
43155,Sugar Grove,OH,Fairfield County,2150
43160,Washington Court House,OH,Fayette County,18480
43162,West Jefferson,OH,Madison County,6210
43164,Williamsport,OH,Pickaway County,2020
43201,Columbus,OH,Franklin County,14650
43202,Columbus,OH,Franklin County,13960
43203,Columbus,OH,Franklin County,6650
43204,Columbus,OH,Franklin County,34120
43205,Columbus,OH,Franklin County,9350
43206,Columbus,OH,Franklin County,17650
43207,Columbus,OH,Franklin County,38920
43209,Columbus,OH,Franklin County,23320
43210,Columbus,OH,Franklin County,220
43211,Columbus,OH,Franklin County,17910
43212,Columbus,OH,Franklin County,18400
43213,Columbus,OH,Franklin County,29420
43214,Columbus,OH,Franklin County,23380
43215,Columbus,OH,Franklin County,13430
43217,Columbus,OH,Franklin County,2030
43219,Columbus,OH,Franklin County,25140
43220,Columbus,OH,Franklin County,25360
43221,Columbus,OH,Franklin County,31850
43222,Columbus,OH,Franklin County,2850
43223,Columbus,OH,Franklin County,19840
43224,Columbus,OH,Franklin County,34660
43227,Columbus,OH,Franklin County,20450
43228,Columbus,OH,Franklin County,47840
43229,Columbus,OH,Franklin County,44700
43230,Columbus,OH,Franklin County,52600
43231,Columbus,OH,Franklin County,19920
43232,Columbus,OH,Franklin County,38330
43235,Columbus,OH,Franklin County,39300
43240,Columbus,OH,Delaware County,6150
43302,Marion,OH,Marion County,40410
43310,Belle Center,OH,Logan County,3050
43311,Bellefontaine,OH,Logan County,17180
43314,Caledonia,OH,Marion County,2720
43315,Cardington,OH,Morrow County,6400
43316,Carey,OH,Wyandot County,5340
43318,De Graff,OH,Logan County,3020
43319,East Liberty,OH,Logan County,1080
43320,Edison,OH,Morrow County,1320
43321,Fulton,OH,Morrow County,250
43323,Harpster,OH,Wyandot County,570
43324,Huntsville,OH,Logan County,2590
43326,Kenton,OH,Hardin County,10370
43331,Lakeview,OH,Logan County,3560
43332,La Rue,OH,Marion County,1740
43333,Lewistown,OH,Logan County,740
43334,Marengo,OH,Morrow County,5990
43337,Morral,OH,Marion County,930
43338,Mount Gilead,OH,Morrow County,9390
43340,Mount Victory,OH,Hardin County,1200
43341,New Bloomington,OH,Marion County,740
43342,Prospect,OH,Marion County,3080
43343,Quincy,OH,Logan County,1070
43344,Richwood,OH,Union County,5200
43345,Ridgeway,OH,Hardin County,800
43347,Rushsylvania,OH,Logan County,1320
43348,Russells Point,OH,Logan County,1530
43351,Upper Sandusky,OH,Wyandot County,8930
43356,Waldo,OH,Marion County,1110
43357,West Liberty,OH,Logan County,4360
43358,West Mansfield,OH,Logan County,2330
43359,Wharton,OH,Wyandot County,700
43360,Zanesfield,OH,Logan County,1590
43402,Bowling Green,OH,Wood County,23400
43406,Bradner,OH,Wood County,1470
43407,Burgoon,OH,Sandusky County,550
43410,Clyde,OH,Sandusky County,8970
43412,Curtice,OH,Lucas County,3990
43413,Cygnet,OH,Wood County,1330
43416,Elmore,OH,Ottawa County,2680
43420,Fremont,OH,Sandusky County,25790
43430,Genoa,OH,Ottawa County,4080
43431,Gibsonburg,OH,Sandusky County,3970
43432,Graytown,OH,Ottawa County,1310
43435,Helena,OH,Sandusky County,1260
43436,Isle Saint George,OH,Ottawa County,0
43440,Lakeside Marblehead,OH,Ottawa County,4390
43442,Lindsey,OH,Sandusky County,920
43443,Luckey,OH,Wood County,1800
43445,Martin,OH,Ottawa County,1050
43447,Millbury,OH,Wood County,3120
43449,Oak Harbor,OH,Ottawa County,7180
43450,Pemberville,OH,Wood County,3270
43451,Portage,OH,Wood County,950
43452,Port Clinton,OH,Ottawa County,11950
43457,Risingsun,OH,Wood County,1380
43460,Rossford,OH,Wood County,5490
43462,Rudolph,OH,Wood County,960
43464,Vickery,OH,Sandusky County,1120
43465,Walbridge,OH,Wood County,4970
43466,Wayne,OH,Wood County,2040
43469,Woodville,OH,Sandusky County,2890
43501,Alvordton,OH,Williams County,680
43502,Archbold,OH,Fulton County,6660
43504,Berkey,OH,Lucas County,1060
43506,Bryan,OH,Williams County,13160
43511,Custar,OH,Wood County,820
43512,Defiance,OH,Defiance County,24960
43515,Delta,OH,Fulton County,7490
43516,Deshler,OH,Henry County,2570
43517,Edgerton,OH,Williams County,3240
43518,Edon,OH,Williams County,2350
43521,Fayette,OH,Fulton County,2270
43522,Grand Rapids,OH,Wood County,3130
43524,Hamler,OH,Henry County,1190
43525,Haskins,OH,Wood County,1100
43526,Hicksville,OH,Defiance County,5500
43527,Holgate,OH,Henry County,2040
43528,Holland,OH,Lucas County,14700
43532,Liberty Center,OH,Henry County,3660
43533,Lyons,OH,Fulton County,1420
43534,Mc Clure,OH,Henry County,1520
43535,Malinta,OH,Henry County,660
43536,Mark Center,OH,Defiance County,330
43537,Maumee,OH,Lucas County,26490
43540,Metamora,OH,Fulton County,1330
43541,Milton Center,OH,Wood County,127
43542,Monclova,OH,Lucas County,4500
43543,Montpelier,OH,Williams County,6420
43545,Napoleon,OH,Henry County,12780
43548,New Bavaria,OH,Henry County,640
43549,Ney,OH,Defiance County,1230
43551,Perrysburg,OH,Wood County,41110
43554,Pioneer,OH,Williams County,2210
43556,Sherwood,OH,Defiance County,1690
43557,Stryker,OH,Williams County,2360
43558,Swanton,OH,Fulton County,11960
43560,Sylvania,OH,Lucas County,32640
43566,Waterville,OH,Lucas County,8450
43567,Wauseon,OH,Fulton County,11760
43569,Weston,OH,Wood County,2370
43570,West Unity,OH,Williams County,2760
43571,Whitehouse,OH,Lucas County,7550
43601,Toledo,OH,Lucas County,29
43604,Toledo,OH,Lucas County,5360
43605,Toledo,OH,Lucas County,17940
43606,Toledo,OH,Lucas County,17500
43607,Toledo,OH,Lucas County,13740
43608,Toledo,OH,Lucas County,9200
43609,Toledo,OH,Lucas County,15010
43610,Toledo,OH,Lucas County,3160
43611,Toledo,OH,Lucas County,15160
43612,Toledo,OH,Lucas County,23570
43613,Toledo,OH,Lucas County,26840
43614,Toledo,OH,Lucas County,24620
43615,Toledo,OH,Lucas County,32170
43616,Oregon,OH,Lucas County,18240
43617,Toledo,OH,Lucas County,7420
43619,Northwood,OH,Wood County,6800
43620,Toledo,OH,Lucas County,3050
43623,Toledo,OH,Lucas County,17190
43701,Zanesville,OH,Muskingum County,45610
43713,Barnesville,OH,Belmont County,6200
43716,Beallsville,OH,Monroe County,1560
43718,Belmont,OH,Belmont County,2880
43719,Bethesda,OH,Belmont County,1910
43720,Blue Rock,OH,Muskingum County,1070
43723,Byesville,OH,Guernsey County,3900
43724,Caldwell,OH,Noble County,5540
43725,Cambridge,OH,Guernsey County,16270
43727,Chandlersville,OH,Muskingum County,1390
43728,Chesterhill,OH,Morgan County,880
43730,Corning,OH,Perry County,1980
43731,Crooksville,OH,Perry County,4280
43732,Cumberland,OH,Guernsey County,1510
43734,Duncan Falls,OH,Muskingum County,1140
43739,Glenford,OH,Perry County,2150
43746,Hopewell,OH,Muskingum County,1160
43747,Jerusalem,OH,Monroe County,930
43748,Junction City,OH,Perry County,2500
43749,Kimbolton,OH,Guernsey County,1940
43754,Lewisville,OH,Monroe County,1170
43755,Lore City,OH,Guernsey County,1540
43756,Mcconnelsville,OH,Morgan County,3860
43758,Malta,OH,Morgan County,2580
43760,Mount Perry,OH,Perry County,1740
43762,New Concord,OH,Muskingum County,4050
43764,New Lexington,OH,Perry County,6520
43766,New Straitsville,OH,Perry County,1220
43767,Norwich,OH,Muskingum County,1280
43771,Philo,OH,Muskingum County,1510
43772,Pleasant City,OH,Guernsey County,1670
43773,Quaker City,OH,Guernsey County,2850
43777,Roseville,OH,Muskingum County,3650
43778,Salesville,OH,Guernsey County,1380
43779,Sarahsville,OH,Noble County,790
43780,Senecaville,OH,Guernsey County,2000
43782,Shawnee,OH,Perry County,570
43783,Somerset,OH,Perry County,4130
43787,Stockport,OH,Morgan County,2360
43788,Summerfield,OH,Noble County,670
43793,Woodsfield,OH,Monroe County,4010
43802,Adamsville,OH,Muskingum County,1110
43804,Baltic,OH,Holmes County,4010
43811,Conesville,OH,Coshocton County,610
43812,Coshocton,OH,Coshocton County,15410
43821,Dresden,OH,Muskingum County,4030
43822,Frazeysburg,OH,Muskingum County,4380
43824,Fresno,OH,Coshocton County,3860
43830,Nashport,OH,Muskingum County,6130
43832,Newcomerstown,OH,Tuscarawas County,5820
43837,Port Washington,OH,Tuscarawas County,1530
43840,Stone Creek,OH,Tuscarawas County,1100
43843,Walhonding,OH,Coshocton County,1210
43844,Warsaw,OH,Coshocton County,3330
43845,West Lafayette,OH,Coshocton County,4030
43901,Adena,OH,Jefferson County,1760
43902,Alledonia,OH,Belmont County,184
43903,Amsterdam,OH,Jefferson County,1420
43906,Bellaire,OH,Belmont County,5980
43907,Cadiz,OH,Harrison County,4200
43908,Bergholz,OH,Jefferson County,1090
43910,Bloomingdale,OH,Jefferson County,3070
43912,Bridgeport,OH,Belmont County,4910
43913,Brilliant,OH,Jefferson County,1010
43915,Clarington,OH,Monroe County,1330
43917,Dillonvale,OH,Jefferson County,2280
43920,East Liverpool,OH,Columbiana County,17160
43930,Hammondsville,OH,Jefferson County,710
43932,Irondale,OH,Jefferson County,770
43933,Jacobsburg,OH,Belmont County,1680
43935,Martins Ferry,OH,Belmont County,6350
43938,Mingo Junction,OH,Jefferson County,4000
43942,Powhatan Point,OH,Belmont County,1740
43943,Rayland,OH,Jefferson County,2930
43944,Richmond,OH,Jefferson County,2130
43945,Salineville,OH,Columbiana County,2410
43946,Sardis,OH,Monroe County,1470
43947,Shadyside,OH,Belmont County,4300
43950,Saint Clairsville,OH,Belmont County,12190
43952,Steubenville,OH,Jefferson County,12740
43953,Steubenville,OH,Jefferson County,9650
43963,Tiltonsville,OH,Jefferson County,1100
43964,Toronto,OH,Jefferson County,7620
43968,Wellsville,OH,Columbiana County,5230
43971,Yorkville,OH,Jefferson County,870
43973,Freeport,OH,Harrison County,1650
43976,Hopedale,OH,Harrison County,1220
43977,Flushing,OH,Belmont County,1760
43983,Piedmont,OH,Belmont County,450
43986,Jewett,OH,Harrison County,1500
43988,Scio,OH,Harrison County,2030
44001,Amherst,OH,Lorain County,20270
44003,Andover,OH,Ashtabula County,3580
44004,Ashtabula,OH,Ashtabula County,25180
44010,Austinburg,OH,Ashtabula County,1460
44011,Avon,OH,Lorain County,24460
44012,Avon Lake,OH,Lorain County,24570
44017,Berea,OH,Cuyahoga County,14700
44021,Burton,OH,Geauga County,5800
44022,Chagrin Falls,OH,Cuyahoga County,16990
44023,Chagrin Falls,OH,Geauga County,18280
44024,Chardon,OH,Geauga County,21880
44026,Chesterland,OH,Geauga County,10570
44028,Columbia Station,OH,Lorain County,9980
44030,Conneaut,OH,Ashtabula County,11580
44032,Dorset,OH,Ashtabula County,1340
44035,Elyria,OH,Lorain County,52460
44039,North Ridgeville,OH,Lorain County,35710
44040,Gates Mills,OH,Cuyahoga County,3130
44041,Geneva,OH,Ashtabula County,11510
44044,Grafton,OH,Lorain County,11540
44046,Huntsburg,OH,Geauga County,2080
44047,Jefferson,OH,Ashtabula County,8130
44048,Kingsville,OH,Ashtabula County,2000
44050,Lagrange,OH,Lorain County,6320
44052,Lorain,OH,Lorain County,23220
44053,Lorain,OH,Lorain County,18640
44054,Sheffield Lake,OH,Lorain County,11360
44055,Lorain,OH,Lorain County,15340
44056,Macedonia,OH,Summit County,11540
44057,Madison,OH,Lake County,16640
44060,Mentor,OH,Lake County,55700
44062,Middlefield,OH,Geauga County,14470
44064,Montville,OH,Geauga County,1480
44065,Newbury,OH,Geauga County,3670
44067,Northfield,OH,Summit County,18440
44070,North Olmsted,OH,Cuyahoga County,28940
44072,Novelty,OH,Geauga County,4630
44074,Oberlin,OH,Lorain County,7710
44076,Orwell,OH,Ashtabula County,4730
44077,Painesville,OH,Lake County,53810
44081,Perry,OH,Lake County,7080
44082,Pierpont,OH,Ashtabula County,1210
44084,Rock Creek,OH,Ashtabula County,3340
44085,Rome,OH,Ashtabula County,2890
44086,Thompson,OH,Geauga County,2070
44087,Twinsburg,OH,Summit County,20880
44089,Vermilion,OH,Erie County,14140
44090,Wellington,OH,Lorain County,10000
44092,Wickliffe,OH,Lake County,14420
44093,Williamsfield,OH,Ashtabula County,1190
44094,Willoughby,OH,Lake County,32730
44095,Eastlake,OH,Lake County,28430
44099,Windsor,OH,Ashtabula County,2380
44102,Cleveland,OH,Cuyahoga County,28860
44103,Cleveland,OH,Cuyahoga County,8990
44104,Cleveland,OH,Cuyahoga County,12120
44105,Cleveland,OH,Cuyahoga County,23330
44106,Cleveland,OH,Cuyahoga County,13110
44107,Lakewood,OH,Cuyahoga County,40140
44108,Cleveland,OH,Cuyahoga County,14180
44109,Cleveland,OH,Cuyahoga County,29190
44110,Cleveland,OH,Cuyahoga County,11360
44111,Cleveland,OH,Cuyahoga County,32050
44112,Cleveland,OH,Cuyahoga County,11270
44113,Cleveland,OH,Cuyahoga County,12790
44114,Cleveland,OH,Cuyahoga County,3910
44115,Cleveland,OH,Cuyahoga County,5080
44116,Rocky River,OH,Cuyahoga County,19830
44117,Euclid,OH,Cuyahoga County,7370
44118,Cleveland,OH,Cuyahoga County,32340
44119,Cleveland,OH,Cuyahoga County,9550
44120,Cleveland,OH,Cuyahoga County,24270
44121,Cleveland,OH,Cuyahoga County,26310
44122,Beachwood,OH,Cuyahoga County,30930
44123,Euclid,OH,Cuyahoga County,14100
44124,Cleveland,OH,Cuyahoga County,35430
44125,Cleveland,OH,Cuyahoga County,23780
44126,Cleveland,OH,Cuyahoga County,15330
44127,Cleveland,OH,Cuyahoga County,2610
44128,Cleveland,OH,Cuyahoga County,20750
44129,Cleveland,OH,Cuyahoga County,24710
44130,Cleveland,OH,Cuyahoga County,44070
44131,Independence,OH,Cuyahoga County,20320
44132,Euclid,OH,Cuyahoga County,11330
44133,North Royalton,OH,Cuyahoga County,29000
44134,Cleveland,OH,Cuyahoga County,33210
44135,Cleveland,OH,Cuyahoga County,21300
44136,Strongsville,OH,Cuyahoga County,23810
44137,Maple Heights,OH,Cuyahoga County,19090
44138,Olmsted Falls,OH,Cuyahoga County,21420
44139,Solon,OH,Cuyahoga County,24410
44140,Bay Village,OH,Cuyahoga County,15450
44141,Brecksville,OH,Cuyahoga County,13820
44142,Brookpark,OH,Cuyahoga County,16410
44143,Cleveland,OH,Cuyahoga County,21690
44144,Cleveland,OH,Cuyahoga County,17930
44145,Westlake,OH,Cuyahoga County,31080
44146,Bedford,OH,Cuyahoga County,23370
44147,Broadview Heights,OH,Cuyahoga County,18950
44149,Strongsville,OH,Cuyahoga County,20090
44201,Atwater,OH,Portage County,5810
44202,Aurora,OH,Portage County,21590
44203,Barberton,OH,Summit County,33520
44212,Brunswick,OH,Medina County,41570
44214,Burbank,OH,Wayne County,1980
44215,Chippewa Lake,OH,Medina County,2090
44216,Clinton,OH,Summit County,8780
44217,Creston,OH,Wayne County,3600
44221,Cuyahoga Falls,OH,Summit County,25030
44223,Cuyahoga Falls,OH,Summit County,16530
44224,Stow,OH,Summit County,35340
44230,Doylestown,OH,Wayne County,7360
44231,Garrettsville,OH,Portage County,7830
44233,Hinckley,OH,Medina County,8230
44234,Hiram,OH,Portage County,2920
44235,Homerville,OH,Medina County,1340
44236,Hudson,OH,Summit County,26000
44240,Kent,OH,Portage County,27610
44241,Streetsboro,OH,Portage County,16070
44243,Kent,OH,Portage County,59
44253,Litchfield,OH,Medina County,3300
44254,Lodi,OH,Medina County,4310
44255,Mantua,OH,Portage County,6560
44256,Medina,OH,Medina County,61980
44260,Mogadore,OH,Portage County,12040
44262,Munroe Falls,OH,Summit County,4650
44264,Peninsula,OH,Summit County,3210
44266,Ravenna,OH,Portage County,27400
44270,Rittman,OH,Wayne County,7370
44272,Rootstown,OH,Portage County,4880
44273,Seville,OH,Medina County,6440
44275,Spencer,OH,Medina County,2960
44276,Sterling,OH,Wayne County,1860
44278,Tallmadge,OH,Summit County,17080
44280,Valley City,OH,Medina County,5530
44281,Wadsworth,OH,Medina County,30750
44286,Richfield,OH,Summit County,6150
44287,West Salem,OH,Wayne County,6660
44288,Windham,OH,Portage County,2950
44301,Akron,OH,Summit County,11430
44302,Akron,OH,Summit County,3450
44303,Akron,OH,Summit County,6010
44304,Akron,OH,Summit County,1710
44305,Akron,OH,Summit County,16820
44306,Akron,OH,Summit County,15910
44307,Akron,OH,Summit County,5010
44308,Akron,OH,Summit County,550
44310,Akron,OH,Summit County,19340
44311,Akron,OH,Summit County,3900
44312,Akron,OH,Summit County,26460
44313,Akron,OH,Summit County,21920
44314,Akron,OH,Summit County,13420
44319,Akron,OH,Summit County,18910
